id,type,name,creator,starring,year,rating,time,genres
80175350,TV Show,SWORDGAI The Animation,,"Yuto Uemura, Yuuka Aisaka, Nobunaga Shimazaki",2018,TV-MA,2 Seasons,"Action Anime ,Anime Series ,Fantasy Anime ,TV Shows Based on Manga"
80009361,TV Show,The Irregular at Magic High School,,"Yuichi Nakamura, Saori Hayami, Yumi Uchiyama",2014,TV-MA,2 Seasons,"Action Anime ,Anime based on Light Novels ,Anime Series ,Fantasy Anime ,School Anime"
80132126,TV Show,Bungo Stray Dogs,,"Yuto Uemura, Mamoru Miyano, Yoshimasa Hosoya",2016,TV-14,3 Seasons,"Action Anime ,Mystery & Thriller Anime ,Anime Series ,Crime TV Shows ,TV Thrillers ,TV Shows Based on Manga"
80097594,TV Show,B: The Beginning,,"Hiroaki Hirata, Yuki Kaji, Asami Seto",2018,TV-MA,2 Seasons,"Action Anime ,Mystery & Thriller Anime ,Anime Series ,Fantasy Anime ,Crime TV Shows"
80994336,TV Show,DOTA: Dragon's Blood,,"Yuri Lowenthal, Lara Pulver, Kari Wahlgren",2021,TV-MA,3 Seasons,"Action Anime ,Anime based on a Video Game ,Anime Series ,Fantasy Anime "
80997339,TV Show,Sirius the Jaeger,,"Yuto Uemura, Takahiro Sakurai, Kenyu Horiuchi",2018,TV-14,1 Season,"Action Anime ,Mystery & Thriller Anime ,Anime Series ,Fantasy Anime ,TV Thrillers"
80185145,TV Show,Fate/EXTRA Last Encore,,"Atsushi Abe, Sakura Tange, Kana Ueda",2018,TV-14,2 Seasons,"Action Anime ,Anime based on a Video Game ,Anime Series ,Fantasy Anime"
80180849,TV Show,Fate/Apocrypha,,"Natsuki Hanae, Maaya Sakamoto, Koki Uchiyama",2017,TV-MA,2 Seasons,"Action Anime ,Anime based on a Video Game ,Anime Series ,Fantasy Anime"
81220429,TV Show,BNA,,"Sumire Morohoshi, Yoshimasa Hosoya, Maria Naganawa",2020,TV-PG,1 Season,"Action Anime ,Anime Series ,Fantasy Anime"
80217066,TV Show,Seis Manos,"Brad Graeber, Álvaro Rodríguez","Aislinn Derbez, Mike Colter, Jonny Cruz",2019,TV-MA,1 Season,"Action Anime ,Anime Series ,Fantasy Anime ,Crime TV Shows "
80186475,TV Show,Pokémon the Series: Sun & Moon,,"Sarah Natochenny, Laurie Hymes, Jessica Paquet",2016,TV-Y,3 Seasons,"Kids' TV ,Action Anime ,Anime based on a Video Game ,Anime Series"
81670673,TV Show,Beyblade Burst QuadDrive,,"Mutsumi Tamura, Fumihiro Okabayashi, Katsumi Fukuhara",2021,TV-G,1 Season,"Kids' TV ,Action Anime ,Anime Series ,TV Shows Based on Manga"
81018295,TV Show,Beyblade Burst Evolution,,"Marina Inoue, Ryoko Shiraishi, Takuma Terashima",2017,TV-Y,1 Season,"Kids' TV ,Action Anime ,Anime Series ,TV Shows Based on Manga"
81374392,TV Show,DRAGON QUEST The Adventure of Dai,,"Atsumi Tanezaki, Toshiyuki Toyonaga, Mikako Komatsu",2020,TV-Y7,1 Season,"Kids' TV ,Action Anime ,Anime based on a Video Game ,Anime Series ,TV Shows Based on Manga"
81567663,TV Show,Beyblade Burst Surge,,"Natsumi Fujiwara, Haruka Tomatsu, Marina Inoue",2020,TV-G,1 Season,"Kids' TV ,Action Anime ,Anime Series ,TV Shows Based on Manga"
81325983,TV Show,Beyblade Burst Rise,Hideki Sonoda,"Erika Harlacher, Griffin Puatu, Kimlinh Tran",2019,TV-Y,1 Season,"Kids' TV ,Action Anime ,Anime Series ,TV Shows Based on Manga"
80172949,TV Show,Kingdom,,"Masakazu Morita, Jun Fukuyama, Rie Kugimiya",2012,TV-14,4 Seasons,"Action Anime ,Historical Anime ,Anime Series ,TV Shows Based on Manga"
81686706,TV Show,Dead Mount Death Play,,"Yuki Sakakihara, Inori Minase, Yuma Uchida",2023,TV-MA,1 Season,"Action Anime ,Anime Series ,Fantasy Anime ,TV Shows Based on Manga"
81001988,TV Show,Blood of Zeus,"Charles Parlapanides, Vlas Parlapanides","Derek Phillips, Jason O'Mara, Claudia Christian",2020,TV-MA,1 Season,"Action Anime ,Anime Series ,Fantasy Anime "
81095103,TV Show,Kabaneri of the Iron Fortress: The Battle of Unato,,"Tasuku Hatanaka, Sayaka Sembongi, Maaya Uchida",2019,TV-14,1 Season,"Action Anime ,Historical Anime ,Anime Series ,Horror Anime ,Fantasy Anime ,TV Horror"
81002001,TV Show,The Idhun Chronicles,,"Michelle Jenner, Itzan Escamilla, Sergio Mur",2020,TV-14,2 Seasons,"Action Anime ,TV Shows Based on Books ,Anime Series ,Fantasy Anime"
80132110,TV Show,Overlord,,"Satoshi Hino, Yumi Hara, Sumire Uesaka",2015,TV-MA,1 Season,"Action Anime ,Anime based on Light Novels ,Anime Series ,Fantasy Anime"
81648397,TV Show,Qi Refining for 3000 Years,,"Xu Xiang, Yu Dong, Liu Fei",2022,TV-PG,1 Season,"Action Anime ,Historical Anime ,Anime Series ,Fantasy Anime "
81144534,TV Show,Arifureta: From Commonplace to World's Strongest,,"Toshinari Fukamachi, Yuuki Kuwahara, Minami Takahashi",2019,TV-14,2 Seasons,"Action Anime ,Anime based on Light Novels ,Anime Series ,Fantasy Anime"
80186926,TV Show,​SAINT SEIYA: Knights of the Zodiac,,"Bryson Baugus, Emily Neves, Blake Shepard",2019,TV-PG,2 Seasons,"Action Anime ,Anime Series ,Fantasy Anime ,TV Shows Based on Manga"
81617959,TV Show,My Isekai Life: I Gained a Second Character Class and Became the Strongest Sage in the World,,"Chiaki Kobayashi, Azumi Waki, Hikaru Tono",2022,TV-14,1 Season,"Action Anime ,Anime based on Light Novels ,Anime Series ,Fantasy Anime"
81594273,TV Show,I'm Quitting Heroing,,"Kensho Ono, Kaede Hondo, Shizuka Ito",2022,TV-14,1 Season,"Action Anime ,Anime based on Light Novels ,Anime Series ,Fantasy Anime"
81597507,TV Show,Skeleton Knight in Another World,,"Tomoaki Maeno, Fairouz Ai, Nene Hieda",2022,TV-MA,1 Season,"Action Anime ,Anime based on Light Novels ,Anime Series ,Fantasy Anime ,TV Shows Based on Manga"
80991903,TV Show,Dorohedoro,,"Wataru Takagi, Reina Kondo, Kenyu Horiuchi",2020,TV-MA,1 Season,"Action Anime ,Anime Series ,Fantasy Anime ,TV Shows Based on Manga"
81557992,TV Show,Attack on Titan OAD Series,,"Yuki Kaji, Yui Ishikawa, Marina Inoue",2013,TV-MA,1 Season,"Action Anime ,Anime Series ,Fantasy Anime ,TV Shows Based on Manga"
81642998,TV Show,Reincarnated as a Sword,,"Shin-ichiro Miki, Ai Kakuma, Ami Koshimizu",2022,TV-14,1 Season,"Action Anime ,Anime based on Light Novels ,Anime Series ,Fantasy Anime"
80174974,TV Show,Devilman Crybaby,,"Koki Uchiyama, Ayumu Murase, Megumi Han",2018,TV-MA,1 Season,"Action Anime ,Anime Series ,Horror Anime ,TV Horror ,TV Shows Based on Manga"
80987707,TV Show,Megalobox,,"Yoshimasa Hosoya, Shiro Saito, Hiroki Yasumoto",2018,TV-PG,1 Season,"Action Anime ,Anime Series ,Drama Anime ,Sports Anime"
80990863,TV Show,Yasuke,,"LaKeith Stanfield, Takehiro Hira, Maya Tanida",2021,TV-MA,1 Season,"Action Anime ,Anime Series ,Fantasy Anime"
81365011,TV Show,Legend of Exorcism,,"Bian Jiang, Chen Jinwen, Ling Fei",2020,TV-14,1 Season,"Action Anime ,Anime based on Light Novels ,Mystery & Thriller Anime ,Anime Series ,Fantasy Anime ,Crime TV Shows "
81002441,TV Show,Tekken: Bloodline,,"Kaiji Tang, Vivian Lu, S. Hiroshi Watanabe",2022,TV-PG,1 Season,"Action Anime ,Anime based on a Video Game ,Anime Series ,Fantasy Anime ,Sports Anime "
80996247,TV Show,Vampire in the Garden,,"Megumi Han, Yu Kobayashi, Chiaki Kobayashi",2022,TV-14,1 Season,"Action Anime ,Anime Series ,Fantasy Anime ,Drama Anime"
81019771,TV Show,Ultramarine Magmell,,"Kengo Kawanishi, M・A・O, Toshiyuki Morikawa",2019,TV-14,1 Season,"Action Anime ,Anime Series ,Fantasy Anime ,TV Shows Based on Manga"
81648370,TV Show,Soulmate Adventure,,"Zhou Shuai, Zhang Qi, Bai Yue",2017,TV-PG,1 Season,"Action Anime ,Anime Series ,Fantasy Anime "
80992784,TV Show,Dragon's Dogma,,"Greg Chun, Erica Mendez, Cristina Vee",2020,TV-MA,1 Season,"Action Anime ,Anime based on a Video Game ,Anime Series ,Fantasy Anime"
81295011,TV Show,Junji Ito Maniac: Japanese Tales of the Macabre,,"Riho Sugiyama, Daisuke Kishio, Rie Suegara",2023,TV-MA,1 Season,"Anime Series ,Horror Anime ,TV Horror ,TV Shows Based on Manga"
81177603,TV Show,Angels of Death,,"Haruka Chisuga, Nobuhiko Okamoto, Takahiro Sakurai",2018,TV-14,1 Season,"Anime based on a Video Game ,Anime Series ,Horror Anime ,TV Horror ,TV Shows Based on Manga"
81012541,TV Show,Trese,,"Shay Mitchell, Liza Soberano, Jon Jon Briones",2021,TV-MA,1 Season,"Anime Series ,Horror Anime ,Fantasy Anime ,Crime TV Shows ,TV Horror ,TV Shows Based on Comics"
81336986,TV Show,Higurashi: When They Cry GOU,,"Soichiro Hoshi, Mai Nakahara, Satsuki Yukino",2020,TV-MA,1 Season,"Anime based on a Video Game ,Mystery & Thriller Anime ,Anime Series ,Horror Anime ,TV Thrillers ,TV Horror"
80090673,TV Show,Haikyu!!,,"Ayumu Murase, Kaito Ishikawa, Satoshi Hino",2014,TV-Y7,4 Seasons,"Family Watch Together TV ,Teen TV Shows ,Anime Series ,Drama Anime ,Sports Anime ,School Anime ,TV Shows Based on Manga"
81020819,TV Show,Horimiya,,"Haruka Tomatsu, Koki Uchiyama, Seiichiro Yamashita",2021,TV-PG,2 Seasons,"Teen TV Shows ,Anime Series ,Drama Anime ,School Anime ,TV Shows Based on Manga"
81684733,TV Show,【OSHI NO KO】,,"Rie Takahashi, Takeo Otsuka, Yurie Igoma",2023,TV-14,1 Season,"Anime Series ,Drama Anime ,TV Shows Based on Manga"
81275353,TV Show,Kotaro Lives Alone,,"Rie Kugimiya, Toshiki Masuda, Saori Hayami",2022,TV-PG,1 Season,"Anime Series ,Drama Anime ,TV Shows Based on Manga"
81640753,TV Show,Blue Lock,,"Kazuki Ura, Tasuku Kaito, Yuki Ono",2022,TV-PG,1 Season,"Teen TV Shows ,Anime Series ,Drama Anime ,Sports Anime ,TV Shows Based on Manga"
80175351,TV Show,Kakegurui,,"Saori Hayami, Minami Tanaka, Tatsuya Tokutake",2017,TV-14,2 Seasons,"Mystery & Thriller Anime ,Anime Series ,Drama Anime ,School Anime ,TV Thrillers ,TV Shows Based on Manga"
80063153,TV Show,Kuroko's Basketball,,"Kensho Ono, Yuki Ono, Chiwa Saito",2012,TV-PG,3 Seasons,"Teen TV Shows ,Anime Series ,Drama Anime ,Sports Anime ,School Anime ,TV Shows Based on Manga"
80036398,Movie,When Marnie Was There,,"Sara Takatsuki, Kasumi Arimura, Nanako Matsushima",2014,TV-Y,103 min,"Family Movies ,Kids & Family Movies ,Movies Based on Books ,Drama Anime ,Anime Movies"
81177634,TV Show,Lookism,,"Shim Kyu-hyuck, Han Shin, Ryu Seung-gone",2022,TV-14,1 Season,"Teen TV Shows ,Anime Series ,Drama Anime ,School Anime"
80987063,TV Show,Fruits Basket,,"Manaka Iwami, Nobunaga Shimazaki, Yuma Uchida",2019,TV-14,3 Seasons,"Shoujo Anime ,Anime Series ,Drama Anime ,TV Shows Based on Manga"
80061943,TV Show,Yowamushi Pedal,,"Daiki Yamashita, Kohsuke Toriumi, Jun Fukushima",2013,TV-PG,5 Seasons,"Family Watch Together TV ,Anime Series ,Drama Anime ,Sports Anime ,School Anime ,TV Shows Based on Manga"
81702476,TV Show,Sasaki and Miyano,,"Yusuke Shirai, Soma Saito, Yoshitsugu Matsuoka",2022,TV-14,1 Season,"Romance Anime ,Teen TV Shows ,Anime Series ,Drama Anime ,School Anime ,TV Shows Based on Manga"
80245713,TV Show,AHIRU NO SORA,,"Aya Endo, Katsuyuki Konishi, Yuma Uchida",2019,TV-PG,1 Season,"Family Watch Together TV ,Teen TV Shows ,Anime Series ,Drama Anime ,Sports Anime ,School Anime ,TV Shows Based on Manga"
81464005,TV Show,Ōoku: The Inner Chambers,,"Mamoru Miyano, Eriko Matsui, Yuki Kaji",2023,TV-MA,1 Season,"Historical Anime ,Romance Anime ,Anime Series ,Drama Anime ,TV Shows Based on Manga"
80986797,TV Show,Forest of Piano,,"Soma Saito, Junichi Suwabe, Natsuki Hanae",2018,TV-PG,2 Seasons,"Music ,Family Watch Together TV ,Anime Series ,Drama Anime ,TV Shows Based on Manga"
80991755,Movie,Kuroko's Basketball: Last Game,,"Kensho Ono, Yuki Ono, Hiroshi Kamiya",2017,TV-Y7,90 min,"Sports Movies ,Drama Anime ,Teen Movies ,Anime Movies ,Sports Anime ,School Anime"
81322032,TV Show,Barangay 143,,"Migo Adecer, Julie Anne San Jose, Ruru Madrid",2018,TV-14,2 Seasons,"Anime Series ,Drama Anime ,Sports Anime"
81054847,TV Show,BEASTARS,,"Chikahiro Kobayashi, Sayaka Sembongi, Yuki Ono",2019,TV-MA,2 Seasons,"Anime Series ,Fantasy Anime ,Drama Anime ,School Anime ,TV Shows Based on Manga"
81318842,TV Show,Blue Period,,"Hiromu  Mineta, Yumiri Hanamori, Daiki Yamashita",2021,TV-14,1 Season,"Teen TV Shows ,Anime Series ,Drama Anime ,School Anime ,TV Shows Based on Manga"
80182123,TV Show,Violet Evergarden,,"Yui Ishikawa, Takehito Koyasu, Daisuke Namikawa",2018,TV-14,1 Season,"Anime based on Light Novels ,Romance Anime ,Anime Series ,Fantasy Anime ,Drama Anime"
81328781,Movie,Drifting Home,,"Mutsumi Tamura, Asami Seto, Daiki Yamashita",2022,TV-PG,120 min,"Family Movies ,Fantasy Anime ,Drama Anime ,Action & Adventure Movies ,Anime Movies"
70293674,Movie,The Wind Rises,,"Hideaki Anno, Miori Takimoto, Hidetoshi Nishijima",2013,TV-PG,126 min,"Historical Anime ,Drama Anime ,Anime Movies"
81220435,TV Show,Great Pretender,,"Chiaki Kobayashi, Junichi Suwabe, Natsumi Fujiwara",2020,TV-MA,2 Seasons,"Anime Series ,Drama Anime ,Crime TV Shows"
81176966,TV Show,KAKEGURUI TWIN,,"Minami Tanaka, Rina Honnizumi, You Taichi",2022,TV-PG,1 Season,"Teen TV Shows ,Anime Series ,Drama Anime ,School Anime ,TV Shows Based on Manga"
80013552,Movie,The Tale of The Princess Kaguya,,"Aki Asakura, Kengo Kora, Takeo Chii",2013,TV-PG,137 min,"Family Movies ,Historical Anime ,Movies Based on Books ,Fantasy Anime ,Drama Anime ,Anime Movies"
81054820,Movie,Kuroko’s Basketball: Winter Cup Highlights  ~Crossing the Door~,,"Kensho Ono, Yuki Ono, Chiwa Saito",2016,TV-G,88 min,"Sports Movies ,Drama Anime ,Teen Movies ,Anime Movies ,Sports Anime ,School Anime"
81281872,Movie,A Whisker Away,,"Mirai Shida, Natsuki Hanae, Hiroaki Ogi",2020,TV-Y,105 min,"Family Movies ,Kids & Family Movies ,Romance Anime ,Romantic Movies ,Fantasy Anime ,Drama Anime ,Anime Movies"
81004268,Movie,Mirai,Mamoru Hosoda,"Moka Kamishiraishi, Haru Kuroki, Gen Hoshino",2018,TV-Y,97 min,"Family Movies ,Kids & Family Movies ,Fantasy Anime ,Drama Anime ,Action & Adventure Movies ,Anime Movies"
81341765,TV Show,Rilakkuma's Theme Park Adventure,,"Mikako Tabe, Takayuki Yamada, Reina Ueda",2022,TV-Y,1 Season,"Family Watch Together TV ,Anime Series ,Drama Anime"
80992137,TV Show,CAROLE & TUESDAY,,"Miyuri Shimabukuro, Kana Ichinose, Akio Otsuka",2019,TV-MA,2 Seasons,"Music ,Teen TV Shows ,Anime Series ,Drama Anime"
80196883,TV Show,Rilakkuma and Kaoru,,"Mikako Tabe, Soki Matsumoto, Takayuki Yamada",2019,TV-Y7,1 Season,"Family Watch Together TV ,Anime Series ,Drama Anime"
80191369,TV Show,LOST SONG,,"Konomi Suzuki, Yukari Tamura, Misaki Kuno",2018,TV-PG,1 Season,"Music ,Anime Series ,Fantasy Anime ,Drama Anime"
81335206,TV Show,Moriarty the Patriot,,"Soma Saito, Takuya Sato, Chiaki Kobayashi",2020,TV-14,1 Season,"Historical Anime ,Mystery & Thriller Anime ,Anime Series ,Drama Anime ,Crime TV Shows ,TV Thrillers ,TV Shows Based on Manga"
80241960,TV Show,DRAGON PILOT: Hisone & Masotan,,"Misaki Kuno, Tomoyo Kurosawa, Maki Kawase",2018,TV-PG,1 Season,"Anime Series ,Fantasy Anime ,Drama Anime"
80993018,TV Show,Japan Sinks: 2020,,"Reina Ueda, Tomo Muranaka, Yuko Sasaki",2020,TV-MA,1 Season,"TV Shows Based on Books ,Anime Series ,Drama Anime"
81010662,TV Show,Violet Evergarden: Special,,"Yui Ishikawa, Takehito Koyasu, Daisuke Namikawa",2018,TV-Y7,1 Season,"Anime based on Light Novels ,Romance Anime ,Anime Series ,Fantasy Anime ,Drama Anime"
81508630,Movie,"Josee, Tiger and the Fish",,"Taishi Nakagawa, Kaya Kiyohara, Yume Miyamoto",2020,TV-PG,98 min,"Romance Anime ,Romantic Movies ,Movies Based on Books ,Drama Anime ,Anime Movies"
81054819,Movie,Kuroko’s Basketball: Winter Cup Highlights  ~Beyond the Tears~,,"Kensho Ono, Yuki Ono, Chiwa Saito",2016,TV-Y,87 min,"Sports Movies ,Drama Anime ,Teen Movies ,Anime Movies ,Sports Anime ,School Anime"
81208936,Movie,Violet Evergarden: Eternity and the Auto Memory Doll,,"Yui Ishikawa, Minako Kotobuki, Aoi Yuki",2019,TV-Y7,90 min,"Anime based on Light Novels ,Fantasy Anime ,Drama Anime ,Anime Movies"
81400497,Movie,Words Bubble Up Like Soda Pop,,"Somegoro Ichikawa, Hana Sugisaki, Megumi Han",2021,TV-Y,87 min,"Family Movies ,Kids & Family Movies ,Romance Anime ,Romantic Movies ,Drama Anime ,Teen Movies ,Anime Movies"
81193214,Movie,Violet Evergarden the Movie,,"Yui Ishikawa, Daisuke Namikawa",2020,TV-PG,140 min,"Anime based on Light Novels ,Romance Anime ,Romantic Movies ,Fantasy Anime ,Drama Anime ,Anime Movies"
81054818,Movie,Kuroko’s Basketball: Winter Cup Highlights  ~Shadow and Light~,,"Kensho Ono, Yuki Ono, Chiwa Saito",2016,TV-Y,87 min,"Sports Movies ,Drama Anime ,Teen Movies ,Anime Movies ,Sports Anime ,School Anime"
81630362,Movie,Violet Evergarden: Recollections,,"Yui Ishikawa, Takehito Koyasu, Daisuke Namikawa",2021,TV-14,95 min,"Anime based on Light Novels ,Romance Anime ,Romantic Movies ,Fantasy Anime ,Drama Anime ,Anime Movies"
81492822,Movie,Belle,,"Kaho Nakamura, Ryo Narita, Shota Sometani",2021,TV-PG,121 min,"Music ,Fantasy Anime ,Drama Anime ,Anime Movies"
81564905,TV Show,My Happy Marriage,,"Reina Ueda, Kaito Ishikawa, Ayane Sakura",2023,TV-PG,1 Season,"Historical Anime ,Romance Anime ,Anime Series ,Fantasy Anime"
80987039,TV Show,Mushoku Tensei: Jobless Reincarnation,,"Yumi Uchiyama, Tomokazu Sugita, Konomi Kohara",2021,TV-14,2 Seasons,"Anime based on Light Novels ,Anime Series ,Fantasy Anime"
81299326,TV Show,The Misfit of Demon King Academy,,"Tatsuhisa Suzuki, Tomori Kusunoki, Yuichiro Umehara",2020,TV-14,2 Seasons,"Anime based on Light Novels ,Anime Series ,Fantasy Anime ,School Anime"
81644043,TV Show,Ranking of Kings,,"Minami Hinata, Ayumu Murase, Yuki Kaji",2021,TV-14,2 Seasons,"Anime Series ,Fantasy Anime ,TV Shows Based on Manga"
80993368,TV Show,Restaurant to Another World,,"Junichi Suwabe, Sumire Uesaka, Saori Onishi",2017,TV-PG,2 Seasons,"Anime based on Light Novels ,Anime Series ,Fantasy Anime"
81681485,TV Show,"I Got a Cheat Skill in Another World and Became Unrivaled in the Real World, Too",,"Yoshitsugu Matsuoka, Akari Kito, Kaori Maeda",2023,TV-14,1 Season,"Anime based on Light Novels ,Anime Series ,Fantasy Anime ,School Anime"
81598010,TV Show,The Greatest Demon Lord Is Reborn as a Typical Nobody,,"Toshinari Fukamachi, Wakana Maruoka, Hina Yomiya",2022,TV-14,1 Season,"Anime based on Light Novels ,Anime Series ,Fantasy Anime"
81648250,TV Show,Fairies Albums,,"Zhao Xiaoshuang, Chang Rongshan, Li Lanling",2020,TV-PG,3 Seasons,"TV Shows Based on Books ,Anime Series ,Fantasy Anime "
81316559,Movie,Earwig and the Witch,,"Shinobu Terajima, Etsushi Toyokawa, Gaku Hamada",2020,TV-G,82 min,"Family Movies ,Kids & Family Movies ,Movies Based on Books ,Fantasy Anime ,Anime Movies"
80233883,Movie,Big Fish & Begonia,,"Stephanie Sheh, Guanlin Ji, Johnny Yong Bosch",2018,TV-PG,105 min,"Family Movies ,Fantasy Anime ,Action & Adventure Movies ,Teen Movies ,Anime Movies "
81478031,Movie,Child of Kamiari Month,,"Aju Makita, Maaya Sakamoto, Miyu Irino",2021,TV-Y7,100 min,"Family Movies ,Kids & Family Movies ,Fantasy Anime ,Anime Movies"
81093113,Movie,NiNoKuni,,"Kento Yamazaki, Mackenyu, Mei Nagano",2019,TV-PG,106 min,"Family Movies ,Anime based on a Video Game ,Fantasy Anime ,Action & Adventure Movies ,Anime Movies"
81143068,Movie,Modest Heroes: Ponoc Short Films Theatre,,"Maggie Q, Henry Kaufman, Liam O'Brien",2018,TV-Y,53 min,"Family Movies ,Kids & Family Movies ,Anthology Films ,Fantasy Anime ,Anime Movies"
81145640,TV Show,The Promised Neverland,,"Sumire Morohoshi, Maaya Uchida, Mariya Ise",2019,TV-14,1 Season,"Mystery & Thriller Anime ,Anime Series ,Fantasy Anime ,TV Thrillers ,TV Shows Based on Manga"
81281582,TV Show,"BASTARD‼ -Heavy Metal, Dark Fantasy-",,"Kisho Taniyama, Tomori Kusunoki, Hiroki Yasumoto",2022,TV-MA,2 Seasons,"Anime Series ,Fantasy Anime ,TV Shows Based on Manga"
80156387,TV Show,Little Witch Academia,,"Megumi Han, Fumiko Orikasa, Michiyo Murase",2017,TV-Y,2 Seasons,"Family Watch Together TV ,Anime Series ,Fantasy Anime"
81364887,TV Show,Heaven Official's Blessing,,"Jiang Guangtao, Ma Zhengyang, Wen Sen",2020,TV-14,1 Season,"Anime based on Light Novels ,Romance Anime ,Mystery & Thriller Anime ,Anime Series ,Fantasy Anime "
81262169,TV Show,Re:ZERO -Starting Life in Another World- Director's Cut,,"Yusuke Kobayashi, Rie Takahashi, Yumi Uchiyama",2020,TV-14,1 Season,"Anime based on Light Novels ,Mystery & Thriller Anime ,Anime Series ,Fantasy Anime ,TV Thrillers"
80131659,TV Show,Re:Zero - Starting Life in Another World,,"Yusuke Kobayashi, Rie Takahashi, Yumi Uchiyama",2016,TV-14,1 Season,"Anime based on Light Novels ,Mystery & Thriller Anime ,Anime Series ,Fantasy Anime ,TV Thrillers"
81513454,TV Show,Platinum End,,"Miyu Irino, Yui Ogura, M・A・O",2021,TV-MA,1 Season,"Anime Series ,Fantasy Anime ,TV Shows Based on Manga"
80193163,TV Show,Made in Abyss,,"Miyu Tomita, Mariya Ise, Shiori Izawa",2017,TV-MA,2 Seasons,"Anime Series ,Fantasy Anime ,TV Shows Based on Manga"
81341928,TV Show,By the Grace of the Gods,,"Azusa Tadokoro, Yuuki Kuwahara, Daisuke Ono",2020,TV-PG,2 Seasons,"Anime based on Light Novels ,Anime Series ,Fantasy Anime"
81333467,TV Show,To Your Eternity,,"Reiji Kawashima, Rie Hikisaka, Aya Uchida",2021,TV-MA,2 Seasons,"Anime Series ,Fantasy Anime ,TV Shows Based on Manga"
80174917,TV Show,Children of the Whales,,"Natsuki Hanae, Manaka Iwami, Yuichiro Umehara",2017,TV-14,1 Season,"Shoujo Anime ,Anime Series ,Fantasy Anime ,TV Shows Based on Manga"
81302750,Movie,The Seven Deadly Sins: Grudge of Edinburgh Part 1,,"Ayumu Murase, Koki Uchiyama, Yuki Kaji",2022,TV-PG,52 min,"Action Anime ,Fantasy Anime ,Action & Adventure Movies ,Anime Movies"
81001990,Movie,Bright: Samurai Soul,,"Yuki Nomura, Daisuke Hirakawa, Shion Wakayama",2021,TV-MA,80 min,"Action Anime ,Historical Anime ,Fantasy Anime ,Action & Adventure Movies ,Anime Movies"
81685192,TV Show,Sacrificial Princess and the King of Beasts,,"Kana Hanazawa, Satoshi Hino",2023,TV-PG,1 Season,"Shoujo Anime ,Romance Anime ,Anime Series ,Fantasy Anime ,TV Shows Based on Manga"
80185873,TV Show,Is It Wrong to Try to Pick Up Girls in a Dungeon?,,"Yoshitsugu Matsuoka, Inori Minase, Saori Onishi",2015,TV-14,1 Season,"Anime based on Light Novels ,Anime Series ,Fantasy Anime"
81280998,TV Show,Thus Spoke Kishibe Rohan,,"Takahiro Sakurai, Hiroki Takahashi, Koki Uchiyama",2021,TV-MA,1 Season,"Mystery & Thriller Anime ,Anime Series ,Fantasy Anime ,TV Shows Based on Manga"
81214399,TV Show,Pretty Guardian Sailor Moon Eternal The Movie,,"Kotono Mitsuishi, Hisako Kanemoto, Rina Sato",2021,TV-14,1 Season,"Action Anime ,Shoujo Anime ,Fantasy Anime ,Anime Movies"
81643061,TV Show,"I'm a Villainous Daughter, so I’m going to keep the Last Boss!",,"Rie Takahashi, Yuichiro Umehara, Jun Fukuyama",2022,TV-PG,1 Season,"Anime based on Light Novels ,Anime Series ,Fantasy Anime"
81341942,TV Show,I'm Standing on a Million Lives,,"Yuto Uemura, Risa Kubota, Azumi Waki",2020,TV-14,1 Season,"Action Anime ,Anime Series ,Fantasy Anime ,TV Shows Based on Manga"
81451264,Movie,STAND BY ME Doraemon 2,,"Wasabi Mizuta, Megumi Oohara, Yumi Kakazu",2020,TV-Y,97 min,"Family Movies ,Kids & Family Movies ,Anime Movies"
81346307,Movie,Pokémon the Movie: Secrets of the Jungle,,"Ikue Otani, Sarah Natochenny, Kimlinh Tran",2021,TV-Y,99 min,"Family Movies ,Kids & Family Movies ,Anime based on a Video Game ,Anime Movies"
80158156,Movie,STAND BY ME Doraemon,,"Wasabi Mizuta, Megumi Oohara, Yumi Kakazu",2014,TV-Y7,96 min,"Family Movies ,Kids & Family Movies ,Anime Movies"
81170086,Movie,Dragon Quest Your Story,,"Takeru Satoh, Kasumi Arimura, Haru",2019,TV-PG,102 min,"Family Movies ,Action Anime ,Anime based on a Video Game ,Action & Adventure Movies ,Anime Movies"
81642996,Movie,My Hero Academia: World Heroes' Mission,,"Daiki Yamashita, Nobuhiko Okamoto, Yuki Kaji",2021,TV-PG,104 min,"Action Anime ,Action & Adventure Movies ,Teen Movies ,Anime Movies"
81398907,Movie,My Hero Academia: Heroes Rising,,"Daiki Yamashita, Nobuhiko Okamoto, Ayane Sakura",2019,TV-PG,104 min,"Action Anime ,Action & Adventure Movies ,Teen Movies ,Anime Movies"
81051689,Movie,My Hero Academia: Two Heroes,,"Daiki Yamashita, Nobuhiko Okamoto, Ayane Sakura",2018,TV-PG,95 min,"Action Anime ,Action & Adventure Movies ,Teen Movies ,Anime Movies"
81154166,TV Show,Grizzy and the Lemmings,"Antoine Rodelet, Josselin Charier","Josselin Charier, Pierre-Alain de Garrigues",2017,TV-G,3 Seasons,"Kids' TV ,TV Comedies ,TV Cartoons"
81422836,TV Show,Oggy and the Cockroaches: Next Generation,Jean-Yves Raimbaud,Jean-Yves Raimbaud,2022,TV-Y,1 Season,"Kids' TV ,TV Comedies ,TV Cartoons"
