id,type,name,creator,starring,year,rating,time,genres
80200015,Movie,W. Kamau Bell: Private School Negro,,W. Kamau Bell,2018,TV-14,65 min,Stand-Up Comedy
81660745,Movie,The Heart of Suhita,,"Nadya Arina, Omar Daniel, Anggika Bolsterli",2023,TV-PG,137 min,"Drama Movies ,Romantic Movies ,Movies Based on Books"
81704693,Movie,Jun-45,,"Ko Kyung-pyo, Lee Yi-kyung, Um Mun-suk",2022,TV-PG,113 min,Comedy Movies
81641219,Movie,The Pope's Exorcist,,"Russell Crowe, Daniel Zovatto, Alex Essoe",2023,TV-MA,103 min,"Horror Movies ,Movies Based on Books "
81616256,Movie,A Man Called Otto,,"Tom Hanks, Mariana Treviño, Rachel Keller",2022,TV-14,126 min,"Drama Movies ,Comedy Movies ,Movies Based on Books "
81685895,Movie,Tri Am the Movie,,My Tam,2023,TV-Y,105 min,"Music ,Documentary Films ,Concerts"
81704692,Movie,My Girl (2037),,"Hong Ye-ji, Kim Ji-young, Hwang Seog-jeong",2022,TV-14,111 min,Drama Movies
81322579,Movie,Hidden Strike,,"Jackie Chan, John Cena, Pilou Asbæk",2023,TV-PG,103 min,Action & Adventure Movies 
81444554,Movie,Nimona,,"Chloë Grace Moretz, Riz Ahmed, Eugene Lee Yang",2023,TV-14,102 min,"LGBTQ+ Movies ,Comedy Movies "
81186806,Movie,A Quiet Place Part II,,"Emily Blunt, Cillian Murphy, Millie Simmonds",2021,TV-14,98 min,Horror Movies 
81643622,Movie,Missing,,"Storm Reid, Nia Long, Megan Suri",2023,TV-14,110 min,"Drama Movies ,Thriller Movies ,Mystery Movies "
81696821,Movie,The Ideal Squad,,"Lê Khánh, Hua Vi Van, Hoang Oanh",2023,TV-PG,102 min,Comedy Movies
81707591,Movie,Eye of the Storm,,"Wang Po-chieh, Tseng Jing-hua, Hsueh Shih-ling",2023,TV-14,119 min,"Drama Movies ,Thriller Movies "
80095314,Movie,The Secret Life of Pets,,"Louis C.K., Eric Stonestreet, Kevin Hart",2016,TV-G,86 min,"Family Movies ,Kids & Family Movies ,Comedy Movies "
81018682,Movie,The Sea Beast,,"Karl Urban, Zaris-Angel Hator, Jared Harris",2022,TV-Y,119 min,"Family Movies ,Kids & Family Movies "
80996790,Movie,Dr. Seuss' The Grinch,,"Benedict Cumberbatch, Cameron Seely, Rashida Jones",2018,TV-Y,85 min,"Family Movies ,Kids & Family Movies ,Movies based on a Play ,Comedy Movies ,Movies Based on Books "
81251379,Movie,The Boss Baby: Family Business,,"Alec Baldwin, James Marsden, Amy Sedaris",2021,TV-Y,107 min,"Family Movies ,Kids & Family Movies ,Comedy Movies ,Movies Based on Books ,Spy Movies "
80117526,Movie,Sing,,"Matthew McConaughey, Reese Witherspoon, Seth MacFarlane",2016,TV-G,108 min,"Family Movies ,Kids & Family Movies ,Kids Music ,Comedy Movies ,Musicals "
81220825,Movie,Slumberland,,"Jason Momoa, Marlow Barkley, Chris O'Dowd",2022,TV-Y,120 min,"Family Movies ,Kids & Family Movies "
81312563,Movie,The SpongeBob Movie: Sponge on the Run,,"Tom Kenny, Bill Fagerbakke, Rodger Bumpass",2020,TV-Y,95 min,"Family Movies ,Kids & Family Movies ,Comedy Movies "
80233925,Movie,Hotel Transylvania 3: Summer Vacation,,"Adam Sandler, Selena Gomez, Kevin James",2018,TV-Y,97 min,"Family Movies ,Kids & Family Movies ,Comedy Movies "
80106763,Movie,Ouija: Origin of Evil,,"Elizabeth Reaser, Annalise Basso, Henry Thomas",2016,TV-PG,98 min,Horror Movies 
70298991,Movie,How to Train Your Dragon 2,,"Jay Baruchel, Cate Blanchett, Gerard Butler",2014,TV-Y7,102 min,"Family Movies ,Kids & Family Movies ,Movies Based on Books "
81608495,Movie,"Lyle, Lyle, Crocodile",,"Javier Bardem, Constance Wu, Shawn Mendes",2022,TV-Y,106 min,"Family Movies ,Kids & Family Movies ,Kids Music ,Comedy Movies ,Movies Based on Books ,Musicals "
80993016,Movie,Roald Dahl's Matilda The Musical,,"Alisha Weir, Emma Thompson, Lashana Lynch",2022,TV-Y,116 min,"Family Movies ,Kids & Family Movies ,Movies based on a Play ,Kids Music ,Movies Based on Books ,Musicals "
81676438,Movie,Hustler vs Scammer,,"Anh Tu, Mac Van Khoa, Ngoc Phuoc",2023,TV-MA,112 min,Comedy Movies
81623689,Movie,My Father is a Playboy,,"Tien Luat, Be Bao Thi, Be Vi An",2022,TV-Y7,88 min,"Family Movies ,Kids & Family Movies ,Drama Movies ,Comedy Movies"
81303852,Movie,Go-Go Sisters,,"Hong Anh, Hoang Yen Chibi, Thanh Hằng",2018,TV-PG,117 min,"Drama Movies ,Comedy Movies"
81463445,Movie,Dreamy Eyes,,"Tran Nghia, Truc Anh, Tran Phong",2019,TV-PG,116 min,"Drama Movies ,Romantic Movies ,Movies Based on Books"
81647969,Movie,Kumanthong: Untold Story,,"Quang Tuan, Hoang Yen Chibi, Dinh Y. Nhung",2019,TV-MA,153 min,"Horror Movies ,Thriller Movies"
81641891,Movie,Muoi: The Curse Returns,,"Chi Pu, Rima Thanh Vy, Dinh Y. Nhung",2022,TV-14,95 min,Horror Movies
81684955,Movie,Rom,,"Tran Anh Khoa, Anh Tu, Wowy",2019,TV-14,79 min,"Drama Movies ,Social Issue Dramas"
81346324,Movie,Glitch,,"Nha Phuong, Truong The Vinh, Tien Luat",2020,TV-14,100 min,"Sci-Fi Movies ,Crime Movies ,Drama Movies ,Thriller Movies"
81247678,Movie,Goodbye Mother,,"Hong Dao, Lanh Thanh, Vo Dien Gia Huy",2019,TV-14,105 min,"LGBTQ+ Movies ,Drama Movies ,Romantic Movies"
81701683,Movie,My Little Seventeen,,"Minh Khai, Truc Anh, Huu Chau",2019,TV-PG,88 min,"Romantic Comedy Movies ,Comedy Movies ,Romantic Movies ,Movies Based on Books ,Teen Movies"
81636001,Movie,Jealous & Furious,,"Huynh Phuong, Thai Vu, Vinh Rau",2022,TV-MA,80 min,"Romantic Comedy Movies ,Comedy Movies ,Romantic Movies"
81035734,Movie,My Mr. Wife,,"Thai Hoa, Phuong Anh Dao, Hua Vi Van",2018,TV-14,120 min,"Romantic Comedy Movies ,Drama Movies ,Comedy Movies ,Romantic Movies ,Movies Based on Books"
81220403,Movie,Mistress,,"Thanh Hằng, Diễm My, Ngọc Quyên",2017,TV-MA,98 min,Drama Movies
81238544,Movie,Going Home for Tet,,"Van Veronica Ngo, Jun Pham, Trung Dan",2018,TV-14,78 min,"Drama Movies ,Comedy Movies"
80101824,Movie,Sweet 20,,"Miu Le, Minh Duc, Ngo Kien Huy",2015,TV-PG,127 min,"Drama Movies ,Comedy Movies"
81220402,Movie,200 Pounds Beauty,,"Minh Hang, Rocker Nguyen, Phuong Trinh Jolie",2017,TV-14,91 min,"Romantic Comedy Movies ,Comedy Movies ,Romantic Movies"
81247681,Movie,Jailbait,,"Kieu Minh Tuan, Kaity Nguyen, Kathy Uyen",2017,TV-14,95 min,"Drama Movies ,Romantic Movies"
81670960,Movie,Naked Truth,,"Bao Anh, Minh Hang, Dieu Nhi",2022,TV-MA,90 min,Drama Movies
81336478,Movie,Camellia Sisters,,"Le Khanh, Kaity Nguyen, Hong Van",2021,TV-14,116 min,Drama Movies
81685894,Movie,The Unborn Soul,,"Le Phuong, Quóc Huy, Hanh Thuy",2023,TV-14,118 min,"Horror Movies ,Thriller Movies ,Social Issue Dramas"
81220409,Movie,Butterfly House,,"Thanh Loc, Quang Minh, Lien Binh Phat",2019,TV-MA,103 min,"Romantic Comedy Movies ,LGBTQ+ Movies ,Comedy Movies ,Romantic Movies"
81444202,Movie,Let Hoi Decide,,"Thai Hoa, Huy Khanh, Diễm My",2014,TV-14,95 min,"Romantic Comedy Movies ,LGBTQ+ Movies ,Comedy Movies ,Romantic Movies"
81345991,Movie,The Legend Makers,,"Hoang Hai, Truong Minh Quoc Thai, Bao Quyen Tang",2013,TV-14,95 min,"Military Movies ,Drama Movies"
81494748,Movie,Scandal Makers,,"Trinh Thang Binh, Kieu Trinh, Coca Gia Bao",2018,TV-PG,107 min,"Romantic Comedy Movies ,Comedy Movies ,Romantic Movies"
81698321,Movie,The Special Heir,,"Hoai Linh, Tan Beo, Trung Dan",2018,TV-PG,89 min,Comedy Movies
80203186,Movie,Crawl,,"Kaya Scodelario, Barry Pepper, Morfydd Clark",2019,TV-MA,88 min,Horror Movies 
81111216,Movie,Ghost Wife,,"Supawadee Kitisopakul, Chitipat Wattanasiripong, Nattana Kuwongwattanaseree",2018,TV-14,98 min,Horror Movies
80185766,Movie,Jigsaw,,"Matt Passmore, Tobin Bell, Callum Keith Rennie",2017,TV-MA,91 min,Horror Movies 
81410386,Movie,Old,,"Gael García Bernal, Vicky Krieps, Rufus Sewell",2021,TV-14,108 min,"Horror Movies ,Thriller Movies "
81285872,Movie,The Forever Purge,,"Ana de la Reguera, Tenoch Huerta, Josh Lucas",2021,TV-MA,103 min,"Horror Movies ,Action & Adventure Movies "
80231521,Movie,The First Purge,,"Y'lan Noel, Lex Scott Davis, Joivan Wade",2018,TV-MA,97 min,Horror Movies 
81240831,Movie,#Alive,,"Yoo Ah-in, Park Shin-hye",2020,TV-14,98 min,Horror Movies
81400527,Movie,Face Off 4: The Walking Guests,,"Tu Trinh, Huy Khanh, Hoang Meo",2019,TV-PG,99 min,"Comedy Movies ,Horror Movies"
81232225,Movie,Hollow,,"Ngoc Hiep Nguyen, Son Bao Tran, Nguyen Hong An",2014,TV-14,95 min,Horror Movies
80991313,Movie,No One Gets Out Alive,,"Cristina Rodlo, Marc Menchaca, David Figlioli",2021,TV-14,87 min,"Horror Movies ,Mystery Movies ,Movies Based on Books "
81084263,Movie,Blumhouse's Truth or Dare: Extended Director's Cut,,"Lucy Hale, Tyler Posey, Violett Beane",2018,TV-14,100 min,Horror Movies 
81002590,Movie,School Tales,,"Ranida Techasit, Sedthawut Anusit, Warittha Wachirawong",2017,TV-14,97 min,"Horror Movies ,Teen Movies"
81486809,Movie,Re/Member,,"Kanna Hashimoto, Gordon Maeda, Maika Yamamoto",2022,TV-14,103 min,"Horror Movies ,Teen Movies"
81603803,Movie,The Ancestral,,"Lam Thanh My, Quang Tuan, Mai Cat Vi",2021,TV-14,100 min,Horror Movies
81483306,Movie,Tin & Tina,,"Milena Smit, Jaime Lorente, Anastasia Russo",2023,TV-MA,120 min,"Horror Movies ,Thriller Movies"
81705342,Movie,Losmen Melati,,"Alexandra Gottardo, Kiki Narendra, Samuel Panjaitan",2023,TV-14,93 min,Horror Movies
81457374,Movie,The 8th Night,,"Lee Sung-min, Park Hae-joon, Kim You-jung",2021,TV-14,115 min,Horror Movies
70251537,Movie,Carrie,,"Chloë Grace Moretz, Julianne Moore, Judy Greer",2013,TV-MA,99 min,"Horror Movies ,Movies Based on Books ,Teen Movies "
80132626,Movie,Tunnel,,"Ha Jung-woo, Bae Doona, Oh Dal-soo",2016,TV-PG,126 min,"Drama Movies ,Thriller Movies ,Movies Based on Books"
81676321,Movie,Switch,,"Kwone Sang-woo, Oh Jung-se, Rhee Min-jung",2023,TV-14,112 min,"Drama Movies ,Comedy Movies"
81472752,Movie,20th Century Girl,,"Kim You-jung, Byeon Woo-seok, Park Jung-woo",2022,TV-PG,121 min,"Drama Movies ,Romantic Movies ,Teen Movies"
81646760,Movie,The Policeman's Lineage,,"Cho Jin-woong, Choi Woo-shik, Park Hee-soon",2022,TV-MA,119 min,"Crime Movies ,Drama Movies ,Movies Based on Books"
81640988,Movie,Unlocked,,"Chun Woo-hee, Yim Si-wan, Kim Hie-won",2022,TV-14,117 min,"Thriller Movies ,Mystery Movies ,Movies Based on Books"
81332726,Movie,Secret Zoo,,"Ahn Jae-hong, Kang So-ra, Park Yeong-gyu",2020,TV-PG,113 min,"Drama Movies ,Comedy Movies"
80158577,Movie,Pandora,,"Kim Nam-gil, Kim Joo-hyun, Jung Jin-young",2016,TV-14,136 min,"Drama Movies ,Thriller Movies ,Social Issue Dramas"
81010699,Movie,Svaha: The Sixth Finger,,"Lee Jung-jae, Park Jeong-min, Lee Jae-in",2019,TV-MA,123 min,"Thriller Movies ,Mystery Movies"
81165326,Movie,Tune in for Love,,"Kim Go-eun, Jung Hae-in, Park Hae-joon",2019,TV-14,122 min,"Drama Movies ,Romantic Movies"
80211728,Movie,Memoir of a Murderer,,"Sul Kyung-gu, Kim Nam-gil, Kim Seol-hyun",2017,TV-MA,113 min,"Crime Movies ,Drama Movies ,Thriller Movies ,Movies Based on Books"
81639628,Movie,New Year Blues,,"Kim Kang-woo, Yoo In-na, Yoo Yeon-seok",2021,TV-PG,114 min,"Drama Movies ,Romantic Movies"
80231471,Movie,1987: When the Day Comes,,"Kim Yun-seok, Ha Jung-woo, Yoo Hai-jin",2018,TV-14,129 min,"Drama Movies ,Movies Based on Real Life ,Social Issue Dramas"
80994899,Movie,Bohemian Rhapsody,,"Rami Malek, Lucy Boynton, Gwilym Lee",2018,TV-14,134 min,"Music ,LGBTQ+ Movies ,Drama Movies ,Movies Based on Real Life "
81277428,Movie,Greenland,,"Gerard Butler, Morena Baccarin, Scott Glenn",2020,TV-14,119 min,"Sci-Fi Movies ,Drama Movies ,Thriller Movies "
81639974,Movie,Love Destiny The Movie,,"Thanavat Vatthanaputi, Ranee Campen, Paris Intarakomalyasut",2022,TV-PG,165 min,"Romantic Comedy Movies ,Comedy Movies ,Romantic Movies ,Movies Based on Books"
70251895,Movie,The Impossible,,"Naomi Watts, Ewan McGregor, Tom Holland",2012,TV-MA,113 min,"Drama Movies ,Movies Based on Real Life "
81306155,Movie,The Con-Heartist,,"Nadech Kugimiya, Pimchanok Luevisadpaibul, Thiti Mahayotaruk",2020,TV-PG,127 min,"Romantic Comedy Movies ,Comedy Movies ,Romantic Movies"
80103102,Movie,Sully,,"Tom Hanks, Aaron Eckhart, Laura Linney",2016,TV-PG,95 min,"Drama Movies ,Movies Based on Books ,Movies Based on Real Life "
70244166,Movie,Pitch Perfect,,"Anna Kendrick, Rebel Wilson, Skylar Astin",2012,TV-14,112 min,"Comedy Movies ,Movies Based on Books ,Musicals "
81476453,Movie,RRR (Hindi),,"NTR Jr., Ram Charan, Ajay Devgn",2022,TV-MA,185 min,"Drama Movies ,Action & Adventure Movies"
81614184,Movie,Maika: The Girl From Another Galaxy,,"Phu Truong Lai, Ngoc Tuong, Diep Anh Chu",2022,TV-Y,107 min,"Family Movies ,Kids & Family Movies ,Comedy Movies ,Movies Based on Books"
81153694,Movie,Wish Dragon,,"Jimmy Wong, John Cho, Constance Wu",2021,TV-Y,102 min,"Family Movies ,Kids & Family Movies ,Comedy Movies "
70267728,Movie,Turbo,,"Ryan Reynolds, Paul Giamatti, Samuel L. Jackson",2013,TV-Y,96 min,"Family Movies ,Kids & Family Movies ,Comedy Movies "
70143241,Movie,The Croods,,"Nicolas Cage, Emma Stone, Ryan Reynolds",2013,TV-Y,98 min,"Family Movies ,Kids & Family Movies ,Comedy Movies "
81313780,Movie,Larva Pendant,,"Hong Bum-ki, Kang Si-hyun",2022,TV-Y,33 min,"Kids & Family Movies ,Comedy Movies"
80245442,Movie,Bad Genius,,"Chutimon Chuengcharoensukying, Chanon Santinatornkul, Teeradon Supapunpinyo",2017,TV-PG,129 min,"Drama Movies ,Thriller Movies ,Teen Movies"
81280352,Movie,Gangubai Kathiawadi,,"Alia Bhatt, Vijay Raaz, Seema Pahwa",2022,TV-14,153 min,"Drama Movies ,Movies Based on Books ,Social Issue Dramas"
81252357,Movie,Don't Look Up,,"Leonardo DiCaprio, Jennifer Lawrence, Meryl Streep",2021,TV-MA,143 min,"Sci-Fi Movies ,Drama Movies ,Comedy Movies ,Social Issue Dramas "
70295741,Movie,Finding Mr. Right,,"Tang Wei, Wu Xiubo, Hai Qing",2013,TV-14,122 min,"Romantic Comedy Movies ,Comedy Movies ,Romantic Movies "
80174972,Movie,Cook Up A Storm,,"Nicholas Tse, Yong-Hwa Jeong, Ge You",2017,TV-PG,96 min,Drama Movies 
81382251,Movie,Golden Chickensss,,"Sandra Ng, Nick Cheung, Ivana Wong",2014,TV-14,99 min,Comedy Movies 
80049285,Movie,Dirty Grandpa,,"Robert De Niro, Zac Efron, Zoey Deutch",2016,TV-MA,109 min,Comedy Movies 
81580024,Movie,Hard Feelings,,"Tobias Schäfer, Cosima Henman, Axel Stein",2023,TV-MA,103 min,"Comedy Movies ,Teen Movies"
80988894,Movie,Night School,,"Kevin Hart, Tiffany Haddish, Rob Riggle",2018,TV-14,111 min,Comedy Movies 
80039396,Movie,12 Golden Ducks,,"Sandra Ng, Louis Koo, Nicholas Tse",2015,TV-14,83 min,Comedy Movies 
81435370,Movie,The Year I Started Masturbating,,"Katia Winter, Jesper Zuschlag, Henrik Dorsin",2022,TV-MA,101 min,"Drama Movies ,Comedy Movies"
80186979,Movie,Daddy's Home 2,,"Will Ferrell, Mark Wahlberg, John Lithgow",2017,TV-PG,100 min,Comedy Movies 
81161828,Movie,Me Time,,"Kevin Hart, Mark Wahlberg, Regina Hall",2022,TV-14,104 min,Comedy Movies 
81404276,Movie,Jackass 4.5,,"Johnny Knoxville, Steve-O, Chris Pontius",2022,TV-MA,90 min,Comedy Movies 
81205652,Movie,Who's a Good Boy?,,"Sebastián Dante, Sirena Ortiz, Harold Azuara",2022,TV-MA,95 min,"Comedy Movies ,Teen Movies"
81414870,Movie,My Father Is A Hero,,"Hoai Linh, Viet Huong, Tan Beo",2016,TV-PG,91 min,"Sports Movies ,Comedy Movies"
80177872,Movie,A Bad Moms Christmas,,"Mila Kunis, Kristen Bell, Kathryn Hahn",2017,TV-MA,104 min,Comedy Movies 
80013275,Movie,The Wedding Ringer,,"Kevin Hart, Josh Gad, Affion Crockett",2015,TV-MA,101 min,Comedy Movies 
81341145,Movie,The Panti Sisters,,"Paolo Ballesteros, Martin del Rosario, Christian Bables",2019,TV-14,107 min,"LGBTQ+ Movies ,Comedy Movies"
81248072,Movie,MILF,,"Virginie Ledoyen, Marie-Josée Croze, Axelle Laffont",2018,TV-MA,101 min,"Romantic Comedy Movies ,Comedy Movies ,Romantic Movies"
70266048,Movie,Whatcha Wearin'?,,"Ji Sung, Kim Ah-joong, Shin So-yul",2012,TV-MA,114 min,"Romantic Comedy Movies ,Comedy Movies ,Romantic Movies"
81295040,Movie,Rubbers,,"Alaric Tay, Oon Shu An, Marcus Chin",2014,TV-MA,85 min,"Anthology Films ,Romantic Comedy Movies ,Comedy Movies ,Romantic Movies"
70291097,Movie,About Last Night,,"Kevin Hart, Michael Ealy, Regina Hall",2014,TV-MA,100 min,"Movies based on a Play ,Romantic Comedy Movies ,Comedy Movies ,Romantic Movies "
80100906,Movie,Bad Moms,,"Mila Kunis, Kristen Bell, Kathryn Hahn",2016,TV-MA,100 min,Comedy Movies 
81058435,Movie,Isi & Ossi,,"Lisa Vicari, Dennis Mojen, Walid Al-Atiyat",2020,TV-MA,113 min,"Romantic Comedy Movies ,Comedy Movies ,Romantic Movies"
81033865,Movie,The Wrong Missy,,"David Spade, Lauren Lapkus, Nick Swardson",2020,TV-MA,90 min,"Romantic Comedy Movies ,Comedy Movies ,Romantic Movies "
81508217,Movie,A Girl and A Guy,,"Alexa Miro, Rob Gomez, Pau Benitez",2021,TV-MA,130 min,"Romantic Comedy Movies ,Comedy Movies ,Romantic Movies"
80094622,Movie,The Shallows,,"Blake Lively, Óscar Jaenada, Angelo Josue Lozano Corzo",2016,TV-MA,86 min,"Drama Movies ,Thriller Movies "
81684957,Movie,Kiss & Spell,,"Ngo Kien Huy, Nha Phuong, Kieu Minh Tuan",2017,TV-PG,112 min,"Romantic Comedy Movies ,Comedy Movies ,Horror Movies ,Romantic Movies"
81636003,Movie,The Nightmares,,"Phuong Anh Dao, Hieu Nguyen, Oanh Kieu",2022,TV-MA,87 min,Horror Movies
81623510,Movie,The Invitation,,"Nathalie Emmanuel, Thomas Doherty, Sean Pertwee",2022,TV-14,105 min,"Horror Movies ,Thriller Movies "
80091233,Movie,Curve,,"Julianne Hough, Teddy Sears, Penelope Mitchell",2015,TV-MA,85 min,"Horror Movies ,Thriller Movies "
70299902,Movie,Deliver Us from Evil,,"Eric Bana, Edgar Ramírez, Olivia Munn",2014,TV-MA,118 min,"Horror Movies ,Movies Based on Books "
80158148,Movie,Apostle,,"Dan Stevens, Lucy Boynton, Michael Sheen",2018,TV-MA,129 min,Horror Movies 
81149049,Movie,Nobody Sleeps in the Woods Tonight,,"Julia Wieniawa-Narkiewicz, Michał Lupa, Wiktoria Gąsiewska",2020,TV-MA,103 min,Horror Movies
81282019,Movie,The Whole Truth,,"Sutatta Udomsilp, Nattapat Nimjirawat, Sompob Benjathikul",2021,TV-MA,126 min,Horror Movies
80198645,Movie,Blood Red Sky,,"Peri Baumeister, Alexander Scheer, Kais Setti",2021,TV-MA,123 min,"Horror Movies ,Action & Adventure Movies"
81062674,Movie,Suzzanna: Buried Alive,,"Luna Maya, Herjunot Ali, Teuku Rifnu Wikana",2018,TV-MA,125 min,Horror Movies
81048774,Movie,Pee Nak,,"Vachiravit Paisarnkulwong, Chinawut Indracusin, Witthawat Rattanaboonbaramee",2019,TV-14,108 min,"LGBTQ+ Movies ,Comedy Movies ,Horror Movies"
81599888,Movie,Incantation,,"Tsai Hsuan-yen, Huang Sin-ting, Kao Ying-hsuan",2022,TV-MA,111 min,Horror Movies 
70112368,Movie,The Cabin in the Woods,,"Kristen Connolly, Chris Hemsworth, Anna Hutchison",2012,TV-MA,95 min,"Comedy Movies ,Horror Movies "
81666105,Movie,Oh! My Ghost,,"Jeong Jin-woon, An Seo-hyun, Lee Ju-yeon",2022,TV-PG,97 min,"Comedy Movies ,Horror Movies"
80230619,Movie,We Have a Ghost,,"David Harbour, Anthony Mackie, Jahi Di'Allo Winston",2023,TV-PG,127 min,"Family Movies ,Comedy Movies ,Horror Movies ,Movies Based on Books ,Teen Movies "
81049950,Movie,Hantu Kak Limah,,"Awie, Arab Khalid, Sharwani Ns",2018,TV-PG,110 min,"Comedy Movies ,Horror Movies"
81034612,Movie,Secrets in the Hot Spring,,"Chang Ting-hu, Hung Yan-siang, Lin He-xuan",2018,TV-PG,108 min,"Comedy Movies ,Horror Movies ,Teen Movies "
80164456,Movie,The Babysitter,,"Samara Weaving, Hana Mae Lee, Judah Lewis",2017,TV-MA,85 min,"Comedy Movies ,Horror Movies "
81691297,Movie,Satan's Curse,,"Farid Kamil, AC Mizal, Jalaluddin Hassan",2023,TV-PG,120 min,"Comedy Movies ,Horror Movies"
81586776,Movie,Bodies Bodies Bodies,,"Amandla Stenberg, Maria Bakalova, Myha'la",2022,TV-MA,94 min,"Comedy Movies ,Independent Movies ,Horror Movies ,Thriller Movies ,Movies Based on Books "
81012366,Movie,The Babysitter: Killer Queen,,"Judah Lewis, Jenna Ortega, Emily Alyn Lind",2020,TV-MA,102 min,"Comedy Movies ,Horror Movies ,Teen Movies "
81324860,Movie,Reunion Z,,"Tora Sudiro, Soleh Solihun, Ayushita",2018,TV-MA,96 min,"LGBTQ+ Movies ,Comedy Movies ,Horror Movies"
81021832,Movie,Target,,"Raditya Dika, Cinta Laura Kiehl, Samuel Rizal",2018,TV-14,90 min,"Comedy Movies ,Horror Movies"
81243747,Movie,Bhool Bhulaiyaa 2,,"Tabu, Kartik Aaryan, Kiara Advani",2022,TV-PG,141 min,"Bollywood Movies ,Comedy Movies ,Horror Movies"
81342665,Movie,The Trip,,"Noomi Rapace, Aksel Hennie, Atle Antonsen",2021,TV-MA,114 min,"Comedy Movies ,Horror Movies"
81107692,Movie,The Odd Family: Zombie On Sale,,"Jung Jae-young, Kim Nam-gil, Uhm Ji-won",2020,TV-14,111 min,"Comedy Movies ,Horror Movies"
81632774,Movie,Katteri,,"Vaibhav Reddy, Sonam Bajwa, Varalakshmi Sarathkumar",2022,TV-PG,112 min,"Comedy Movies ,Horror Movies "
80198508,Movie,Girls With Balls,,"Artus, Manon Azem, Louise Blachère",2019,TV-MA,77 min,"Sports Movies ,Comedy Movies ,Horror Movies"
80139506,Movie,Little Evil,,"Adam Scott, Evangeline Lilly, Bridget Everett",2017,TV-14,94 min,"Comedy Movies ,Horror Movies "
80998174,Movie,Vampires vs. the Bronx,,"Jaden Michael, Gerald W. Jones III, Gregory Diaz IV",2020,TV-PG,85 min,"Comedy Movies ,Horror Movies ,Teen Movies "
81510752,Movie,Izla,,"Paolo Contis, Archie Alemania, Beauty Gonzalez",2021,TV-14,85 min,"Comedy Movies ,Horror Movies"
81422602,Movie,Greedy Ghost,,"Kang Kang, Henry Thia, Brendan Yuen",2012,TV-PG,92 min,"Comedy Movies ,Horror Movies"
81267359,Movie,Roohi,,"Rajkummar Rao, Varun Sharma, Janhvi Kapoor",2021,TV-14,135 min,"Bollywood Movies ,Romantic Comedy Movies ,Comedy Movies ,Horror Movies ,Romantic Movies"
81597188,Movie,The Murderer,,"Phetthai Vongkhamlao, Eisaya Hosuwan, James Laver",2023,TV-MA,120 min,"Crime Movies ,Comedy Movies ,Thriller Movies ,Mystery Movies"
81458416,Movie,Glass Onion: A Knives Out Mystery,,"Daniel Craig, Edward Norton, Janelle Monáe",2022,TV-14,141 min,"Comedy Movies ,Mystery Movies "
81357618,Movie,¡Que viva México!,,"Damián Alcázar, Alfonso Herrera, Joaquín Cosío",2023,TV-MA,191 min,"Drama Movies ,Comedy Movies ,Social Issue Dramas"
70305895,Movie,The Interview,,"James Franco, Seth Rogen, Lizzy Caplan",2014,TV-MA,112 min,Comedy Movies 
81127150,Movie,Do Revenge,,"Camila Mendes, Maya Hawke, Austin Abrams",2022,TV-MA,118 min,"Comedy Movies ,Teen Movies "
80169469,Movie,The Dirt,,"Douglas Booth, Iwan Rheon, Colson Baker",2019,TV-MA,107 min,"Music ,Drama Movies ,Comedy Movies ,Movies Based on Books ,Movies Based on Real Life "
81634808,Movie,The Fix-It Man,,"Nejat İşler, Rıza Kocaoğlu, Merve Dizdar",2022,TV-14,112 min,Comedy Movies
81272107,Movie,Mandela,,"Yogi Babu, Sheela Rajkumar, Sangili Murugan",2021,TV-14,140 min,"Drama Movies ,Comedy Movies ,Social Issue Dramas "
81350429,Movie,I Care a Lot,,"Rosamund Pike, Peter Dinklage, Eiza González",2021,TV-MA,119 min,"LGBTQ+ Movies ,Comedy Movies ,Thriller Movies "
81086997,Movie,Serious Men,,"Nawazuddin Siddiqui, Nassar, Aakshath Das",2020,TV-14,114 min,"Drama Movies ,Comedy Movies ,Movies Based on Books ,Social Issue Dramas"
81537953,Movie,Darlings,,"Alia Bhatt, Shefali Shah, Vijay Varma",2022,TV-14,134 min,"Bollywood Movies ,Comedy Movies ,Thriller Movies"
80068327,Movie,War Machine,,"Brad Pitt, Topher Grace, Emory Cohen",2017,TV-MA,122 min,"Military Movies ,Drama Movies ,Comedy Movies ,Movies Based on Books ,Movies Based on Real Life "
81287254,Movie,Bad Trip,,"Eric André, Lil Rel Howery, Tiffany Haddish",2021,TV-MA,86 min,Comedy Movies 
70295737,Movie,"It's Me, It's Me",,"Kazuya Kamenashi, Yuki Uchida, Ryo Kase",2013,TV-14,118 min,"Comedy Movies ,Thriller Movies ,Movies Based on Books"
70264796,Movie,This Is the End,,"James Franco, Jonah Hill, Seth Rogen",2013,TV-MA,106 min,"Comedy Movies ,Action & Adventure Movies "
81128584,Movie,Super Deluxe,,"Vijay Sethupathi, Fahadh Faasil, Samantha Ruth Prabhu",2019,TV-MA,175 min,"LGBTQ+ Movies ,Drama Movies ,Comedy Movies ,Thriller Movies "
81230915,Movie,All My Friends Are Dead,,"Julia Wieniawa-Narkiewicz, Mateusz Więcławek, Adam Graf Turczyk",2020,TV-MA,96 min,"Drama Movies ,Comedy Movies ,Teen Movies"
